image_name,new_x,new_y,new_w,new_h
ISIC_0026688,0,8,640,441
ISIC_0026689,115,0,370,450
ISIC_0026690,0,0,640,450
ISIC_0026691,22,0,520,363
ISIC_0026692,130,0,492,414
ISIC_0026693,220,96,227,228
ISIC_0026694,0,75,640,314
ISIC_0026695,0,0,640,450
ISIC_0026696,125,73,337,344
ISIC_0026697,0,0,640,450
ISIC_0026698,2,8,592,427
ISIC_0026699,212,72,335,304
ISIC_0026700,45,86,545,333
ISIC_0026701,47,0,502,450
ISIC_0026702,0,0,640,450
ISIC_0026703,55,14,447,369
ISIC_0026704,0,0,640,450
ISIC_0026705,0,0,640,450
ISIC_0026706,150,98,415,279
ISIC_0026707,35,73,495,304
ISIC_0026708,0,45,580,404
ISIC_0026709,0,0,640,450
ISIC_0026710,335,72,290,335
ISIC_0026711,180,103,342,240
ISIC_0026712,102,0,455,414
ISIC_0026713,117,108,167,225
ISIC_0026714,122,0,405,421
ISIC_0026715,0,0,590,404
ISIC_0026716,0,0,640,450
ISIC_0026717,67,22,472,427
ISIC_0026718,5,0,592,450
ISIC_0026719,32,0,482,450
ISIC_0026720,0,0,640,450
ISIC_0026721,120,7,337,363
ISIC_0026722,252,196,125,77
ISIC_0026723,40,0,555,450
ISIC_0026724,112,17,377,258
ISIC_0026725,67,45,572,351
ISIC_0026726,177,80,265,274
ISIC_0026727,135,101,325,346
ISIC_0026728,100,73,467,297
ISIC_0026729,0,0,640,450
ISIC_0026730,255,145,125,161
ISIC_0026731,117,1,425,444
ISIC_0026732,45,5,535,444
ISIC_0026733,5,0,525,450
ISIC_0026734,255,126,267,260
ISIC_0026735,0,0,640,450
ISIC_0026736,97,0,490,450
ISIC_0026737,12,0,627,450
ISIC_0026738,0,0,640,450
ISIC_0026739,0,0,640,450
ISIC_0026740,20,123,455,304
ISIC_0026741,100,15,437,432
ISIC_0026742,247,172,135,105
ISIC_0026743,252,117,212,184
ISIC_0026744,42,0,545,450
ISIC_0026745,20,0,552,450
ISIC_0026746,52,50,485,311
ISIC_0026747,102,12,472,437
ISIC_0026748,102,17,282,311
ISIC_0026749,210,68,300,258
ISIC_0026750,0,0,640,450
ISIC_0026751,192,133,237,200
ISIC_0026752,27,0,605,450
ISIC_0026753,147,108,442,267
ISIC_0026754,0,0,640,450
ISIC_0026755,2,0,407,450
ISIC_0026756,187,65,247,154
ISIC_0026757,57,65,490,383
ISIC_0026758,62,0,457,397
ISIC_0026759,72,86,442,319
ISIC_0026760,135,1,370,397
ISIC_0026761,0,0,640,450
ISIC_0026762,0,101,640,348
ISIC_0026763,0,0,640,450
ISIC_0026764,10,1,630,448
ISIC_0026765,75,29,517,376
ISIC_0026766,240,126,170,216
ISIC_0026767,247,0,292,450
ISIC_0026768,85,80,455,335
ISIC_0026769,102,0,537,450
ISIC_0026770,0,0,640,450
ISIC_0026771,150,105,342,328
ISIC_0026772,117,79,342,339
ISIC_0026773,100,82,442,272
ISIC_0026774,67,19,460,400
ISIC_0026775,80,40,537,409
ISIC_0026776,150,70,367,358
ISIC_0026777,0,0,640,450
ISIC_0026778,10,0,415,450
ISIC_0026779,50,0,492,450
ISIC_0026780,100,65,337,372
ISIC_0026781,147,0,387,450
ISIC_0026782,117,52,450,376
ISIC_0026783,47,0,580,450
ISIC_0026784,50,63,502,386
ISIC_0026785,117,0,477,363
ISIC_0026786,0,0,640,450
ISIC_0026787,85,91,405,284
ISIC_0026788,150,117,327,237
ISIC_0026789,0,35,640,414
ISIC_0026790,35,0,530,450
ISIC_0026791,185,82,317,341
ISIC_0026792,77,54,492,360
ISIC_0026793,0,0,640,450
ISIC_0026794,150,61,310,290
ISIC_0026795,150,80,437,344
ISIC_0026796,0,8,555,441
ISIC_0026797,37,0,570,450
ISIC_0026798,0,0,640,450
ISIC_0026799,0,0,640,420
ISIC_0026800,22,66,572,307
ISIC_0026801,105,96,337,297
ISIC_0026802,132,29,355,413
ISIC_0026803,190,123,267,212
ISIC_0026804,150,61,370,356
ISIC_0026805,97,26,432,397
ISIC_0026806,177,52,312,254
ISIC_0026807,0,0,640,450
ISIC_0026808,0,0,640,450
ISIC_0026809,80,61,492,304
ISIC_0026810,90,91,420,286
ISIC_0026811,60,0,580,450
ISIC_0026812,47,28,542,390
ISIC_0026813,67,49,512,400
ISIC_0026814,67,96,572,353
ISIC_0026815,150,0,307,314
ISIC_0026816,0,0,640,450
ISIC_0026817,125,3,467,446
ISIC_0026818,10,80,582,309
ISIC_0026819,90,31,412,372
ISIC_0026820,170,63,295,332
ISIC_0026821,185,0,367,450
ISIC_0026822,42,0,517,450
ISIC_0026823,0,0,640,450
ISIC_0026824,122,10,342,413
ISIC_0026825,27,0,607,450
ISIC_0026826,240,151,152,114
ISIC_0026827,72,89,495,311
ISIC_0026828,185,66,360,249
ISIC_0026829,200,158,332,156
ISIC_0026830,102,0,500,450
ISIC_0026831,220,154,180,138
ISIC_0026832,195,0,275,265
ISIC_0026833,160,103,360,247
ISIC_0026834,187,124,292,193
ISIC_0026835,235,149,170,123
ISIC_0026836,192,40,275,254
ISIC_0026837,0,0,640,450
ISIC_0026838,137,61,205,240
ISIC_0026839,182,77,272,261
ISIC_0026840,122,58,467,358
ISIC_0026841,120,0,405,450
ISIC_0026842,185,38,300,390
ISIC_0026843,142,70,332,283
ISIC_0026844,115,110,420,249
ISIC_0026845,22,0,617,450
ISIC_0026846,0,0,640,450
ISIC_0026847,170,77,307,247
ISIC_0026848,40,50,455,319
ISIC_0026849,25,24,492,425
ISIC_0026850,137,15,502,434
ISIC_0026851,160,0,372,400
ISIC_0026852,180,70,380,365
ISIC_0026853,0,0,640,450
ISIC_0026854,157,80,300,302
ISIC_0026855,82,77,477,314
ISIC_0026856,177,0,372,314
ISIC_0026857,125,58,402,321
ISIC_0026858,77,179,415,270
ISIC_0026859,30,0,420,450
ISIC_0026860,0,56,580,393
ISIC_0026861,52,21,525,428
ISIC_0026862,0,0,640,441
ISIC_0026863,57,0,310,323
ISIC_0026864,97,98,232,237
ISIC_0026865,87,7,510,413
ISIC_0026866,177,126,272,193
ISIC_0026867,0,0,640,450
ISIC_0026868,22,0,552,450
ISIC_0026869,182,121,262,184
ISIC_0026870,192,165,250,207
ISIC_0026871,117,56,402,328
ISIC_0026872,0,0,640,450
ISIC_0026873,55,0,530,450
ISIC_0026874,262,186,105,86
ISIC_0026875,135,40,205,179
ISIC_0026876,0,63,622,335
ISIC_0026877,0,0,640,450
ISIC_0026878,0,0,640,450
ISIC_0026879,97,66,350,351
ISIC_0026880,92,0,467,450
ISIC_0026881,85,0,520,450
ISIC_0026882,230,0,380,450
ISIC_0026883,187,103,280,242
ISIC_0026884,127,131,285,318
ISIC_0026885,92,45,372,351
ISIC_0026886,55,0,425,450
ISIC_0026887,230,144,145,137
ISIC_0026888,190,50,380,399
ISIC_0026889,262,154,122,126
ISIC_0026890,302,189,72,89
ISIC_0026891,152,0,395,450
ISIC_0026892,245,147,155,123
ISIC_0026893,67,0,572,450
ISIC_0026894,192,154,240,235
ISIC_0026895,97,56,412,321
ISIC_0026896,265,29,257,304
ISIC_0026897,42,86,562,319
ISIC_0026898,0,0,640,450
ISIC_0026899,117,0,360,409
ISIC_0026900,105,73,465,358
ISIC_0026901,87,103,442,246
ISIC_0026902,0,0,640,450
ISIC_0026903,72,0,565,450
ISIC_0026904,115,0,402,363
ISIC_0026905,0,0,640,450
ISIC_0026906,160,86,245,216
ISIC_0026907,0,0,640,450
ISIC_0026908,0,61,640,388
ISIC_0026909,97,36,492,365
ISIC_0026910,127,154,407,283
ISIC_0026911,227,135,162,137
ISIC_0026912,122,0,442,450
ISIC_0026913,80,0,560,450
ISIC_0026914,0,145,615,277
ISIC_0026915,227,66,240,272
ISIC_0026916,17,28,592,421
ISIC_0026917,20,100,492,260
ISIC_0026918,0,0,640,450
ISIC_0026919,162,24,337,321
ISIC_0026920,55,0,570,450
ISIC_0026921,0,0,640,450
ISIC_0026922,197,131,307,233
ISIC_0026923,70,0,492,450
ISIC_0026924,0,1,640,448
ISIC_0026925,55,0,432,450
ISIC_0026926,0,0,640,450
ISIC_0026927,0,0,640,450
ISIC_0026928,0,17,542,432
ISIC_0026929,0,0,640,450
ISIC_0026930,50,0,510,450
ISIC_0026931,70,26,422,402
ISIC_0026932,65,0,575,450
ISIC_0026933,0,0,640,450
ISIC_0026934,205,145,212,130
ISIC_0026935,147,35,265,309
ISIC_0026936,110,154,370,295
ISIC_0026937,142,123,402,326
ISIC_0026938,0,0,640,450
ISIC_0026939,0,0,640,450
ISIC_0026940,70,61,495,319
ISIC_0026941,160,0,372,450
ISIC_0026942,160,86,267,274
ISIC_0026943,122,0,397,279
ISIC_0026944,15,26,607,372
ISIC_0026945,175,0,300,253
ISIC_0026946,0,0,527,450
ISIC_0026947,125,21,395,427
ISIC_0026948,12,126,472,323
ISIC_0026949,42,0,597,450
ISIC_0026950,35,0,605,444
ISIC_0026951,70,42,490,290
ISIC_0026952,0,0,615,358
ISIC_0026953,0,42,640,358
ISIC_0026954,0,0,640,450
ISIC_0026955,152,75,397,279
ISIC_0026956,110,77,412,291
ISIC_0026957,230,105,237,246
ISIC_0026958,52,8,517,400
ISIC_0026959,0,0,640,450
ISIC_0026960,0,0,590,450
ISIC_0026961,75,0,565,450
ISIC_0026962,135,58,310,376
ISIC_0026963,185,138,290,198
ISIC_0026964,0,0,615,450
ISIC_0026965,110,110,407,339
ISIC_0026966,0,79,590,370
ISIC_0026967,0,0,640,450
ISIC_0026968,0,35,640,414
ISIC_0026969,130,43,460,341
ISIC_0026970,107,121,372,219
ISIC_0026971,45,0,560,450
ISIC_0026972,0,26,615,423
ISIC_0026973,42,33,485,400
ISIC_0026974,20,19,615,430
ISIC_0026975,162,14,362,402
ISIC_0026976,0,0,640,450
ISIC_0026977,65,28,485,421
ISIC_0026978,152,59,337,286
ISIC_0026979,150,70,285,270
ISIC_0026980,247,142,290,249
ISIC_0026981,87,0,482,446
ISIC_0026982,37,124,590,258
ISIC_0026983,0,0,415,450
ISIC_0026984,0,10,640,439
ISIC_0026985,90,0,535,450
ISIC_0026986,140,79,460,326
ISIC_0026987,302,168,110,151
ISIC_0026988,0,0,640,450
ISIC_0026989,0,0,640,450
ISIC_0026990,97,33,377,414
ISIC_0026991,260,170,142,119
ISIC_0026992,0,0,640,450
ISIC_0026993,75,40,495,381
ISIC_0026994,210,0,430,450
ISIC_0026995,0,5,640,381
ISIC_0026996,222,128,215,193
ISIC_0026997,85,0,395,434
ISIC_0026998,200,117,295,267
ISIC_0026999,95,0,460,450
ISIC_0027000,0,94,600,314
ISIC_0027001,112,0,387,444
ISIC_0027002,232,142,167,135
ISIC_0027003,0,0,640,450
ISIC_0027004,97,65,477,351
ISIC_0027005,0,0,640,450
ISIC_0027006,0,0,640,450
ISIC_0027007,35,72,507,377
ISIC_0027008,187,35,295,383
ISIC_0027009,120,101,325,267
ISIC_0027010,212,142,215,198
ISIC_0027011,0,0,640,450
ISIC_0027012,270,154,110,138
ISIC_0027013,120,0,320,450
ISIC_0027014,217,188,170,149
ISIC_0027015,105,52,530,346
ISIC_0027016,37,0,477,450
ISIC_0027017,0,0,640,450
ISIC_0027018,0,0,640,450
ISIC_0027019,0,0,640,450
ISIC_0027020,0,0,640,450
ISIC_0027021,0,15,640,428
ISIC_0027022,140,0,455,450
ISIC_0027023,107,52,412,397
ISIC_0027024,112,0,510,395
ISIC_0027025,0,0,640,450
ISIC_0027026,195,124,430,217
ISIC_0027027,22,14,510,407
ISIC_0027028,102,112,377,277
ISIC_0027029,85,21,432,326
ISIC_0027030,0,0,640,450
ISIC_0027031,260,124,140,159
ISIC_0027032,70,0,530,450
ISIC_0027033,105,0,437,450
ISIC_0027034,97,42,475,346
ISIC_0027035,47,0,580,450
ISIC_0027036,105,19,397,395
ISIC_0027037,70,0,517,450
ISIC_0027038,0,0,597,450
ISIC_0027039,77,0,545,450
ISIC_0027040,0,0,640,450
ISIC_0027041,0,0,640,450
ISIC_0027042,0,0,640,450
ISIC_0027043,120,40,367,298
ISIC_0027044,60,45,420,283
ISIC_0027045,140,0,395,413
ISIC_0027046,212,161,187,154
ISIC_0027047,55,17,510,432
ISIC_0027048,265,124,257,270
ISIC_0027049,215,103,247,233
ISIC_0027050,80,40,372,332
ISIC_0027051,212,91,350,316
ISIC_0027052,72,12,430,414
ISIC_0027053,107,61,412,297
ISIC_0027054,175,0,350,360
ISIC_0027055,5,0,495,439
ISIC_0027056,0,0,572,450
ISIC_0027057,125,36,412,365
ISIC_0027058,242,142,90,131
ISIC_0027059,122,63,272,242
ISIC_0027060,12,5,622,388
ISIC_0027061,45,161,332,265
ISIC_0027062,225,140,202,205
ISIC_0027063,137,35,370,351
ISIC_0027064,115,14,457,435
ISIC_0027065,0,0,640,450
ISIC_0027066,0,0,640,450
ISIC_0027067,185,140,290,223
ISIC_0027068,150,77,355,304
ISIC_0027069,0,0,640,450
ISIC_0027070,60,105,405,267
ISIC_0027071,0,0,640,450
ISIC_0027072,167,0,345,369
ISIC_0027073,87,61,552,388
ISIC_0027074,0,15,640,434
ISIC_0027075,102,0,430,439
ISIC_0027076,205,165,250,149
ISIC_0027077,0,0,640,450
ISIC_0027078,52,43,587,388
ISIC_0027079,182,14,275,311
ISIC_0027080,0,0,640,450
ISIC_0027081,297,0,240,370
ISIC_0027082,97,12,402,437
ISIC_0027083,130,56,362,358
ISIC_0027084,20,0,620,450
ISIC_0027085,87,61,377,353
ISIC_0027086,240,152,160,147
ISIC_0027087,0,0,640,450
ISIC_0027088,20,0,495,450
ISIC_0027089,22,0,582,450
ISIC_0027090,135,42,385,302
ISIC_0027091,60,0,510,450
ISIC_0027092,155,93,272,283
ISIC_0027093,97,61,475,383
ISIC_0027094,0,17,640,432
ISIC_0027095,232,63,302,386
ISIC_0027096,97,107,350,205
ISIC_0027097,85,0,517,450
ISIC_0027098,150,50,460,365
ISIC_0027099,202,72,237,314
ISIC_0027100,137,98,387,283
ISIC_0027101,0,0,640,450
ISIC_0027102,0,0,640,450
ISIC_0027103,0,0,640,450
ISIC_0027104,65,35,477,348
ISIC_0027105,0,3,547,446
ISIC_0027106,147,0,430,421
ISIC_0027107,30,0,590,402
ISIC_0027108,0,0,640,450
ISIC_0027109,132,128,345,198
ISIC_0027110,0,21,640,381
ISIC_0027111,60,140,350,253
ISIC_0027112,187,138,267,203
ISIC_0027113,247,145,150,123
ISIC_0027114,192,93,300,297
ISIC_0027115,0,29,640,383
ISIC_0027116,100,0,342,393
ISIC_0027117,187,91,230,237
ISIC_0027118,217,163,215,149
ISIC_0027119,0,0,640,450
ISIC_0027120,0,0,640,450
ISIC_0027121,120,7,460,402
ISIC_0027122,162,89,337,360
ISIC_0027123,65,87,397,356
ISIC_0027124,0,63,587,386
ISIC_0027125,230,121,212,172
ISIC_0027126,97,0,500,439
ISIC_0027127,210,205,232,123
ISIC_0027128,97,0,485,441
ISIC_0027129,157,151,300,186
ISIC_0027130,62,59,502,353
ISIC_0027131,0,5,640,444
ISIC_0027132,152,0,405,304
ISIC_0027133,225,156,192,174
ISIC_0027134,12,0,607,450
ISIC_0027135,55,59,500,302
ISIC_0027136,127,84,377,235
ISIC_0027137,135,82,450,326
ISIC_0027138,167,145,290,184
ISIC_0027139,77,0,562,450
ISIC_0027140,122,73,355,261
ISIC_0027141,120,29,380,420
ISIC_0027142,0,0,615,450
ISIC_0027143,152,126,302,205
ISIC_0027144,142,66,385,363
ISIC_0027145,205,1,317,356
ISIC_0027146,182,131,280,181
ISIC_0027147,140,17,405,416
ISIC_0027148,222,94,292,353
ISIC_0027149,20,0,620,450
ISIC_0027150,0,0,640,450
ISIC_0027151,230,147,162,142
ISIC_0027152,130,0,387,450
ISIC_0027153,200,28,265,295
ISIC_0027154,237,175,180,131
ISIC_0027155,100,59,412,323
ISIC_0027156,30,22,485,420
ISIC_0027157,15,29,615,414
ISIC_0027158,110,31,332,377
ISIC_0027159,0,0,640,450
ISIC_0027160,132,108,292,323
ISIC_0027161,147,87,300,316
ISIC_0027162,12,0,592,450
ISIC_0027163,0,0,640,450
ISIC_0027164,0,0,640,450
ISIC_0027165,157,112,247,274
ISIC_0027166,112,24,527,425
ISIC_0027167,27,144,517,237
ISIC_0027168,0,0,640,450
ISIC_0027169,185,73,307,309
ISIC_0027170,0,100,587,290
ISIC_0027171,7,0,617,450
ISIC_0027172,47,3,570,446
ISIC_0027173,145,14,377,432
ISIC_0027174,235,128,185,154
ISIC_0027175,0,0,640,450
ISIC_0027176,115,19,430,430
ISIC_0027177,95,105,282,319
ISIC_0027178,0,0,640,450
ISIC_0027179,0,0,640,450
ISIC_0027180,165,0,430,450
ISIC_0027181,25,45,570,404
ISIC_0027182,35,17,447,425
ISIC_0027183,162,75,312,353
ISIC_0027184,0,0,640,450
ISIC_0027185,260,43,280,291
ISIC_0027186,250,217,342,232
ISIC_0027187,0,0,640,450
ISIC_0027188,187,144,227,175
ISIC_0027189,0,0,640,450
ISIC_0027190,0,0,640,450
ISIC_0027191,110,65,460,295
ISIC_0027192,160,61,295,332
ISIC_0027193,0,3,610,372
ISIC_0027194,0,0,640,450
ISIC_0027195,30,0,267,346
ISIC_0027196,70,0,405,404
ISIC_0027197,77,154,370,179
ISIC_0027198,247,177,115,123
ISIC_0027199,0,0,640,450
ISIC_0027200,0,31,640,418
ISIC_0027201,247,108,220,242
ISIC_0027202,70,0,500,450
ISIC_0027203,0,0,640,450
ISIC_0027204,0,0,640,450
ISIC_0027205,300,38,230,207
ISIC_0027206,157,1,317,416
ISIC_0027207,57,42,387,393
ISIC_0027208,10,26,630,423
ISIC_0027209,17,0,600,450
ISIC_0027210,192,140,257,137
ISIC_0027211,287,177,70,86
ISIC_0027212,0,0,640,450
ISIC_0027213,0,50,640,321
ISIC_0027214,72,0,395,450
ISIC_0027215,60,0,530,450
ISIC_0027216,47,0,592,450
ISIC_0027217,102,31,450,404
ISIC_0027218,105,0,457,432
ISIC_0027219,0,17,640,432
ISIC_0027220,145,108,352,295
ISIC_0027221,30,28,510,346
ISIC_0027222,105,0,447,450
ISIC_0027223,0,0,640,420
ISIC_0027224,0,0,640,450
ISIC_0027225,82,19,492,430
ISIC_0027226,0,63,640,321
ISIC_0027227,0,0,640,450
ISIC_0027228,117,0,430,450
ISIC_0027229,7,0,607,450
ISIC_0027230,32,21,607,428
ISIC_0027231,0,0,640,450
ISIC_0027232,0,0,640,450
ISIC_0027233,137,7,332,333
ISIC_0027234,0,0,640,450
ISIC_0027235,187,91,232,298
ISIC_0027236,52,89,460,316
ISIC_0027237,0,29,512,420
ISIC_0027238,0,0,640,450
ISIC_0027239,0,0,640,450
ISIC_0027240,367,159,262,290
ISIC_0027241,65,0,397,450
ISIC_0027242,102,0,537,450
ISIC_0027243,190,12,285,377
ISIC_0027244,147,93,342,246
ISIC_0027245,97,29,525,332
ISIC_0027246,45,0,570,450
ISIC_0027247,12,0,600,450
ISIC_0027248,65,10,510,439
ISIC_0027249,272,182,122,98
ISIC_0027250,290,188,90,105
ISIC_0027251,0,31,640,418
ISIC_0027252,75,49,525,376
ISIC_0027253,0,0,640,450
ISIC_0027254,0,0,640,450
ISIC_0027255,160,87,367,360
ISIC_0027256,67,54,467,381
ISIC_0027257,50,14,570,435
ISIC_0027258,0,0,640,450
ISIC_0027259,130,126,467,297
ISIC_0027260,227,80,202,283
ISIC_0027261,137,124,312,188
ISIC_0027262,177,91,327,302
ISIC_0027263,160,0,317,450
ISIC_0027264,230,154,152,154
ISIC_0027265,185,128,250,179
ISIC_0027266,155,19,320,363
ISIC_0027267,35,79,580,307
ISIC_0027268,0,0,640,450
ISIC_0027269,55,0,455,450
ISIC_0027270,130,0,485,450
ISIC_0027271,160,96,320,258
ISIC_0027272,82,0,430,450
ISIC_0027273,102,151,537,283
ISIC_0027274,10,40,547,402
ISIC_0027275,157,107,412,342
ISIC_0027276,140,77,312,216
ISIC_0027277,97,0,465,450
ISIC_0027278,0,0,640,450
ISIC_0027279,75,49,455,274
ISIC_0027280,152,12,350,332
ISIC_0027281,147,112,377,265
ISIC_0027282,60,26,525,409
ISIC_0027283,0,0,640,450
ISIC_0027284,87,89,450,260
ISIC_0027285,45,24,440,425
ISIC_0027286,32,0,607,307
ISIC_0027287,0,0,640,450
ISIC_0027288,90,47,372,402
ISIC_0027289,0,33,640,377
ISIC_0027290,162,133,380,249
ISIC_0027291,70,79,440,304
ISIC_0027292,202,91,212,210
ISIC_0027293,247,126,187,188
ISIC_0027294,140,0,500,450
ISIC_0027295,22,0,617,450
ISIC_0027296,0,22,640,416
ISIC_0027297,120,103,345,198
ISIC_0027298,55,0,585,450
ISIC_0027299,257,10,212,277
ISIC_0027300,0,0,640,450
ISIC_0027301,25,152,520,290
ISIC_0027302,45,0,575,450
ISIC_0027303,20,0,615,450
ISIC_0027304,107,177,430,253
ISIC_0027305,175,40,255,356
ISIC_0027306,0,0,640,450
ISIC_0027307,52,0,587,450
ISIC_0027308,5,0,635,450
ISIC_0027309,230,0,267,353
ISIC_0027310,92,8,547,432
ISIC_0027311,0,0,640,450
ISIC_0027312,175,135,280,156
ISIC_0027313,110,126,302,242
ISIC_0027314,5,0,635,450
ISIC_0027315,142,175,267,274
ISIC_0027316,0,0,640,450
ISIC_0027317,65,40,502,395
ISIC_0027318,137,12,290,372
ISIC_0027319,95,77,387,283
ISIC_0027320,0,0,640,450
ISIC_0027321,190,163,230,216
ISIC_0027322,132,47,307,279
ISIC_0027323,215,126,195,207
ISIC_0027324,385,217,237,154
ISIC_0027325,17,70,530,284
ISIC_0027326,0,0,640,450
ISIC_0027327,135,56,372,341
ISIC_0027328,0,0,640,450
ISIC_0027329,162,107,232,225
ISIC_0027330,20,89,620,360
ISIC_0027331,67,0,547,450
ISIC_0027332,0,0,640,450
ISIC_0027333,0,0,640,450
ISIC_0027334,0,7,640,442
ISIC_0027335,112,61,447,314
ISIC_0027336,95,0,250,404
ISIC_0027337,90,0,455,450
ISIC_0027338,142,43,327,326
ISIC_0027339,75,0,565,413
ISIC_0027340,62,124,440,279
ISIC_0027341,160,49,290,370
ISIC_0027342,0,0,640,450
ISIC_0027343,225,151,177,163
ISIC_0027344,0,0,640,450
ISIC_0027345,130,124,402,159
ISIC_0027346,0,0,640,450
ISIC_0027347,170,156,255,270
ISIC_0027348,0,0,640,450
ISIC_0027349,60,29,555,420
ISIC_0027350,167,36,265,353
ISIC_0027351,152,68,380,321
ISIC_0027352,142,66,387,309
ISIC_0027353,60,0,395,450
ISIC_0027354,0,0,640,450
ISIC_0027355,35,5,482,427
ISIC_0027356,60,0,437,450
ISIC_0027357,175,0,317,388
ISIC_0027358,260,177,92,82
ISIC_0027359,55,26,537,423
ISIC_0027360,152,101,355,284
ISIC_0027361,162,128,290,200
ISIC_0027362,17,52,537,356
ISIC_0027363,152,66,247,298
ISIC_0027364,0,0,490,450
ISIC_0027365,225,130,280,179
ISIC_0027366,62,15,282,260
ISIC_0027367,0,0,640,450
ISIC_0027368,0,0,640,450
ISIC_0027369,177,207,220,207
ISIC_0027370,105,0,475,450
ISIC_0027371,220,116,247,175
ISIC_0027372,32,70,607,379
ISIC_0027373,247,200,320,247
ISIC_0027374,177,50,320,307
ISIC_0027375,40,52,385,397
ISIC_0027376,12,103,587,254
ISIC_0027377,90,45,267,328
ISIC_0027378,27,68,525,381
ISIC_0027379,137,98,430,321
ISIC_0027380,62,116,385,326
ISIC_0027381,0,0,640,450
ISIC_0027382,167,138,262,191
ISIC_0027383,165,93,352,316
ISIC_0027384,2,0,472,450
ISIC_0027385,210,137,245,156
ISIC_0027386,0,0,640,404
ISIC_0027387,100,47,397,365
ISIC_0027388,0,0,640,450
ISIC_0027389,0,0,640,450
ISIC_0027390,10,0,630,450
ISIC_0027391,75,28,565,402
ISIC_0027392,0,0,640,450
ISIC_0027393,0,72,635,298
ISIC_0027394,82,61,512,370
ISIC_0027395,127,54,360,395
ISIC_0027396,97,29,385,356
ISIC_0027397,0,0,640,450
ISIC_0027398,77,93,465,279
ISIC_0027399,0,0,640,450
ISIC_0027400,0,0,640,450
ISIC_0027401,17,0,622,450
ISIC_0027402,175,103,290,233
ISIC_0027403,85,22,502,388
ISIC_0027404,0,10,640,439
ISIC_0027405,312,0,230,450
ISIC_0027406,162,107,302,233
ISIC_0027407,0,0,640,450
ISIC_0027408,175,145,262,161
ISIC_0027409,0,0,607,450
ISIC_0027410,255,158,132,126
ISIC_0027411,20,0,560,450
ISIC_0027412,115,21,442,420
ISIC_0027413,145,98,307,333
ISIC_0027414,152,26,195,260
ISIC_0027415,0,0,640,450
ISIC_0027416,0,0,640,450
ISIC_0027417,65,33,432,416
ISIC_0027418,182,108,302,219
ISIC_0027419,17,0,622,450
ISIC_0027420,75,21,495,407
ISIC_0027421,55,0,520,450
ISIC_0027422,40,0,512,450
ISIC_0027423,237,94,232,261
ISIC_0027424,80,0,475,450
ISIC_0027425,0,0,640,450
ISIC_0027426,35,103,475,346
ISIC_0027427,270,133,117,135
ISIC_0027428,0,43,610,302
ISIC_0027429,115,29,442,290
ISIC_0027430,180,72,312,249
ISIC_0027431,257,116,160,186
ISIC_0027432,277,138,125,131
ISIC_0027433,0,0,640,450
ISIC_0027434,162,0,395,450
ISIC_0027435,52,84,407,316
ISIC_0027436,0,0,597,450
ISIC_0027437,142,100,335,265
ISIC_0027438,0,0,640,360
ISIC_0027439,0,0,640,450
ISIC_0027440,172,79,325,356
ISIC_0027441,105,0,292,353
ISIC_0027442,0,0,640,446
ISIC_0027443,237,149,230,172
ISIC_0027444,202,87,230,235
ISIC_0027445,0,0,640,450
ISIC_0027446,67,0,562,450
ISIC_0027447,0,0,640,450
ISIC_0027448,67,73,437,376
ISIC_0027449,0,0,640,450
ISIC_0027450,35,0,572,450
ISIC_0027451,0,0,640,450
ISIC_0027452,42,0,560,450
ISIC_0027453,92,0,377,446
ISIC_0027454,0,47,640,363
ISIC_0027455,147,133,335,151
ISIC_0027456,5,0,545,450
ISIC_0027457,127,49,232,237
ISIC_0027458,172,100,300,260
ISIC_0027459,140,0,352,450
ISIC_0027460,120,22,335,298
ISIC_0027461,0,0,605,450
ISIC_0027462,217,152,232,179
ISIC_0027463,150,7,345,363
ISIC_0027464,122,35,327,335
ISIC_0027465,100,0,540,450
ISIC_0027466,42,8,492,441
ISIC_0027467,7,0,587,450
ISIC_0027468,80,52,535,358
ISIC_0027469,0,70,640,369
ISIC_0027470,167,8,352,390
ISIC_0027471,130,110,362,242
ISIC_0027472,67,0,510,450
ISIC_0027473,122,110,422,283
ISIC_0027474,0,0,640,450
ISIC_0027475,192,86,215,237
ISIC_0027476,110,24,355,283
ISIC_0027477,50,12,545,407
ISIC_0027478,162,130,250,207
ISIC_0027479,110,79,320,219
ISIC_0027480,0,0,640,450
ISIC_0027481,92,50,547,369
ISIC_0027482,0,0,562,372
ISIC_0027483,127,131,275,219
ISIC_0027484,2,33,637,369
ISIC_0027485,0,0,640,450
ISIC_0027486,210,116,285,307
ISIC_0027487,132,70,397,304
ISIC_0027488,50,0,537,450
ISIC_0027489,155,114,320,254
ISIC_0027490,0,0,640,450
ISIC_0027491,195,170,215,249
ISIC_0027492,282,151,115,137
ISIC_0027493,115,19,345,321
ISIC_0027494,142,84,312,246
ISIC_0027495,85,31,457,344
ISIC_0027496,135,108,295,298
ISIC_0027497,57,131,467,247
ISIC_0027498,52,50,537,348
ISIC_0027499,35,0,517,450
ISIC_0027500,170,130,307,290
ISIC_0027501,235,137,127,142
ISIC_0027502,250,100,230,283
ISIC_0027503,155,80,335,279
ISIC_0027504,0,0,640,450
ISIC_0027505,0,0,640,450
ISIC_0027506,27,0,575,450
ISIC_0027507,187,145,290,207
ISIC_0027508,0,0,640,450
ISIC_0027509,0,0,640,450
